Dist Name,Year,SORGHUM AREA (1000 ha),PIGEONPEA AREA (1000 ha),COTTON AREA (1000 ha),SOYABEAN AREA (1000 ha),SUGARCANE AREA (1000 ha),WHEAT AREA (1000 ha),RICE AREA (1000 ha),CHICKPEA AREA (1000 ha),SORGHUM YIELD (Kg per ha),PIGEONPEA YIELD (Kg per ha),COTTON YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),WHEAT YIELD (Kg per ha),RICE YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),Annual_Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_pct,Drought_Flag,SORGHUM_yield_dev,PIGEONPEA_yield_dev,COTTON_yield_dev,SOYABEAN_yield_dev,SUGARCANE_yield_dev,WHEAT_yield_dev,RICE_yield_dev,CHICKPEA_yield_dev,avg_yield_dev,Crop_Risk_Score,Risk_Category
Bhandara,2002,1,11.2,0,9.4,1.9,14.4,344.5,6.6,500,883.93,0,1042.55,4736.84,694.44,1077.79,409.09,773,1312,-41.1,1,93.90188612,9.094703572,-95.75483141,4.252187486,-24.96144545,-23.83052518,-24.28364785,-20.65363006,-10.27941285,87.4,HIGH
Bhandara,2003,0.5,11.7,0,8.3,2,13.7,349.9,7,600,948.72,0,1674.7,4990,912.41,1539.87,542.86,740,1312,-43.6,1,132.6048574,17.08205381,-95.75483141,67.40490688,-20.95186293,0.04308063,8.148069173,5.228893062,14.22564583,85.22,HIGH
Bhandara,2004,0.2,11.7,0,9.6,1.4,8.1,329.7,4.2,500,615.38,0,937.5,6100,728.4,680.92,261.9,1100.6,1312,-16.1,0,93.90188612,-24.01230223,-95.75483141,-6.24246279,-3.371531901,-20.11098739,-52.13851179,-49.13272536,-19.60768334,59.45,MEDIUM
Bhandara,2005,0.2,12.3,0,8.5,0.7,13.9,361.5,8.4,1000,780.49,0,894.12,3485.71,848.92,1597.51,476.19,1882.1,1312,43.5,0,287.4167425,-3.657441951,-95.75483141,-10.57618891,-44.77701262,-6.910790237,12.19361144,-7.670769168,16.28291496,33.17,LOW
Bhandara,2006,0.1,13,0,8.6,2,16.4,378.1,12.5,1000,569.23,0,837.21,5805,871.95,1307.33,584,2029.7,1312,54.7,0,287.4167425,-29.70170204,-95.75483141,-16.26158203,-8.043782038,-4.388382833,-8.173068889,13.18887662,17.28528374,28.96,LOW
Bhandara,2007,0,14,0,9,2.2,18.2,387,15.4,0,850,0,1144.44,5068.18,1027.47,1738.22,629.87,1123.1,1312,-14.4,0,-99.61297029,4.911792729,-95.75483141,14.43114909,-19.71363745,12.64526022,22.06953531,22.06404546,-17.36995704,58.55,MEDIUM
Bhandara,2008,0,13.5,0,8.4,2.9,8.8,363.9,8.7,0,585.19,0,1190.48,4575.86,806.82,729.32,482.76,1321.6,1312,0.7,0,-99.61297029,-27.73414362,-95.75483141,19.03061314,-27.51106859,-11.52187802,-48.74149157,-6.399571016,-37.28066767,55.55,MEDIUM
Bhandara,2009,0,13.1,0,7.9,1.5,12,361.7,11.1,0,697.71,0,813.92,5246.67,1000,1055.63,570.27,1510,1312,15.1,0,-99.61297029,-13.86261023,-95.75483141,-18.58828746,-16.88668854,9.636552819,-25.83897777,10.53232402,-31.29693611,49.54,MEDIUM
Bhandara,2010,0,14.1,0,7,1.5,14.2,378.6,13.1,0,945.39,0,1722.86,5413.33,1016.9,1604.99,647.33,1931.6,1312,47.2,0,-99.61297029,16.6715294,-95.75483141,72.21616206,-14.24710479,11.48755956,12.71860547,25.44229809,-8.884843988,35,LOW
Bhandara,2011,0,15.5,0,6.9,3.4,13.7,365.8,12.7,0,870.32,0,686.96,7561.76,1037.96,1732.7,640.16,1415.4,1312,7.9,0,-99.61297029,7.416854572,-95.75483141,-31.27177912,19.78002187,13.79419872,21.68210655,24.05500878,-17.48892379,50.43,MEDIUM
Bhandara,2012,0,15.1,0,7.1,3.1,13.7,370.7,13.2,0,1066.23,0,807.04,6706.45,1207.3,1982.65,526.52,774.7,1312,-41,1,-99.61297029,31.56875741,-95.75483141,-19.27560962,6.233505713,32.34150527,39.22518929,2.067343926,-12.90088871,87.69,HIGH
Bhandara,2013,0,17.3,0,7,0.9,13.6,396.1,17,0,630.06,0,400,6400,1080.88,1639.96,505.88,1781.5,1312,35.8,0,-99.61297029,-22.20254299,-95.75483141,-59.93950728,1.379908917,18.49509867,15.17302277,-1.926191823,-30.54850168,41.89,MEDIUM
Bhandara,2014,0,18.1,0,8.1,8.2,13.8,383.8,21.7,0,342.54,0,456.79,7168.29,1115.94,1822.56,534.56,667.4,1312,-49.1,1,-99.61297029,-57.64818182,-95.75483141,-54.26610233,13.54819047,22.33511619,27.9890536,3.62296541,-29.97334502,92.8,HIGH
Bhandara,2015,0,18,0,6.6,5.4,13.1,370.4,11,0,450,0,136.36,6522.22,1022.9,1549.14,427.27,802.8,1312,-38.8,1,-99.61297029,-44.40044827,-95.75483141,-86.27753297,3.315645906,12.14472171,8.798696806,-17.13606805,-39.86534832,90.29,HIGH
Bhandara,2016,0,18.38,0,11.8,4.88,12.9,391.7,16.1,0,1944.19,0,1127.12,6430.18,1232.56,2268.83,621.12,1474.7,1312,12.4,0,-99.61297029,139.8041952,-95.75483141,12.70085549,1.857903863,35.10815794,59.31112414,20.37104945,9.223185545,45.41,MEDIUM
Bhandara,2017,0,18.66,0.04,5.3,4.7,13.19,315.89,15.4,0,1066.24,473.68,1207.55,5900.49,1145.07,1421.69,961.04,1504.6,1312,14.7,0,-99.61297029,31.56999021,1915.096628,20.73593137,-6.531398426,25.52563845,-0.146555821,86.14055875,246.5972278,14.63,LOW
Chandrapur,1997,129.8,33.3,52.8,58.1,0,22.8,280.1,14.9,356.7,315.32,103.98,1268.5,0,372.81,1242.77,275.17,1502.1,1289,16.5,0,-41.91677653,-57.46478675,-57.88542654,21.7515008,-99.91329838,-55.18374925,3.591470169,-44.30912265,-41.41627364,50.31,MEDIUM
Chandrapur,1998,108.4,27,52.7,114.7,0,34,278.3,19.1,428.97,500,142.88,2057.54,0,647.06,1169.96,445.03,1294.8,1289,0.4,0,-30.18159465,-32.63106399,-42.28000734,97.42444621,-99.91329838,-22.30379214,-2.472749858,-10.05611752,-17.80177221,53.2,MEDIUM
Chandrapur,1999,95,29.2,54.4,127.5,0,35.2,288.5,20.6,607.37,784.25,190.81,1512.94,0,704.55,1444.02,432.04,1289.8,1289,0.1,0,-1.213053782,5.591730545,-23.05204481,45.19453889,-99.91329838,-15.41128991,20.35323751,-12.67560732,-10.14072341,52.35,MEDIUM
Chandrapur,2000,68.6,28.5,55.4,117.9,0,23.9,287.1,18.1,641.4,442.11,111.73,1193.38,0,661.09,804.25,414.36,1442.8,1289,11.9,0,4.312727863,-40.41547059,-54.77637772,14.54711109,-99.91329838,-20.62172906,-32.93210855,-16.24085594,-30.75500016,50.64,MEDIUM
Chandrapur,2001,69.7,28.9,61.5,116,0,25.5,298.3,14,639.89,806.23,119.67,1328.45,0,788.24,1306.74,442.86,1366.3,1289,6,0,4.067534496,8.547357717,-51.59110707,27.50101043,-99.91329838,-5.377657786,8.919421757,-10.49370742,-14.79255578,50.78,MEDIUM
Chandrapur,2002,48.6,28.5,56.5,125.8,0,21.4,286.6,12.7,567.9,371.93,129.38,1159.78,0,598.13,651.43,354.33,761,1289,-41,1,-7.622181069,-49.85250039,-47.69576978,11.32470035,-99.91329838,-28.17003207,-45.66022425,-28.34616559,-36.9919339,90.73,HIGH
Chandrapur,2003,55.1,28.7,51.9,139.4,0,32.4,289.5,24.9,555.35,682.93,210.4,1190.82,0,623.46,1335.75,401.61,785.2,1289,-39.1,1,-9.660046472,-8.032661864,-15.19317175,14.30159408,-99.91329838,-25.13320686,11.3356149,-18.81194869,-18.88839063,87.76,HIGH
Chandrapur,2004,36.6,27.4,50,167.7,0,21.9,288.9,21.3,508.2,317.52,165,981.51,0,561.64,811.7,352.11,1490.1,1289,15.6,0,-17.31624996,-57.16895509,-33.40618027,-5.772298502,-99.91329838,-32.54483475,-32.31161082,-28.79383821,-38.40340825,50.25,MEDIUM
Chandrapur,2005,35.4,25.4,48.7,164.8,0,30.5,284.4,25.7,584.75,417.32,170.84,1064.93,0,750.82,1539.38,599.22,1742,1289,35.1,0,-4.886082899,-43.74895546,-31.06336156,2.228103386,-99.91329838,-9.863958589,28.29560837,21.0369642,-17.23937262,40.47,MEDIUM
Chandrapur,2006,31.1,25.5,47.6,175.9,0,35.3,282.2,31.9,678.46,458.82,309.24,1225.13,0,739.38,1435.15,489.03,1756.5,1289,36.3,0,10.33052004,-38.1684947,24.45823272,17.59209742,-99.91329838,-11.23550539,19.61447043,-1.183326836,-9.813163086,39.09,LOW
Chandrapur,2007,26.1,36,50.5,166,0,37.4,316.1,36.7,754.02,677.78,353.66,1377.11,0,959.89,1528.44,599.46,1079.7,1289,-16.2,0,22.59993118,-8.725176875,42.27809701,32.16775169,-99.91329838,15.20153871,27.38443453,21.08536124,6.509829889,56.19,MEDIUM
Chandrapur,2008,9.9,31.9,49.4,190.1,0,30.9,311.5,31.9,535.35,601.88,283,661.76,0,915.86,849.12,492.16,1329.4,1289,3.1,0,-12.90764074,-18.93136898,13.9315952,-36.43794827,-99.91329838,9.922762002,-29.1949632,-0.552148771,-21.76037639,52.72,MEDIUM
Chandrapur,2009,9.6,36.4,56.8,188.5,0,26.8,264.1,31.8,557.29,1102.2,242.61,346.15,0,657.09,705.87,447.48,1049.7,1289,-18.6,0,-9.345029828,48.34612816,-2.271563713,-66.706551,-99.91329838,-21.10129088,-41.12601002,-9.562064403,-25.20996001,61.07,MEDIUM
Chandrapur,2010,11.7,46.38,96.1,155.8,0,35.4,275.5,40.2,590.6,874.51,231.11,998.27,0,1068.64,1453.65,602.24,1791.3,1289,39,0,-3.936161576,17.72889654,-6.884990983,-4.164929339,-99.91329838,28.23962562,21.1553037,21.64596029,-3.266199266,37.28,LOW
Chandrapur,2011,8.9,41.4,104.2,152.7,0,22.8,315,29.2,514.61,768.84,270.83,896.79,0,1222.81,1239.02,578.08,1311,1289,1.7,0,-16.27539599,3.519564269,9.04938564,-13.897377,-99.91329838,46.72313697,3.279139101,16.77399158,-6.342606725,51.28,MEDIUM
Chandrapur,2012,8.6,40.5,112.8,147.3,0,22.9,315.1,31.9,766.28,1347.65,421.63,1028.38,0,1193.01,1557.54,788.09,653.9,1289,-49.3,1,24.59070647,81.35152805,69.54545802,-1.277227338,-99.91329838,43.15040143,29.80812362,59.12341821,25.79738876,85.84,HIGH
Chandrapur,2013,8.9,36.7,112.4,147.3,0,26.1,319.4,36.4,617.98,847.41,336.92,625.93,0,1122.61,1409.52,519.23,1839.7,1289,42.7,0,0.509794976,14.08478843,35.56255158,-39.87422734,-99.91329838,34.71011344,17.47979168,4.906634043,-4.066731445,36.03,LOW
Chandrapur,2014,9.1,42.8,127.9,130.6,0.2,25.4,301.5,32.9,1538.46,500,213.21,515.31,9450,748.03,1060.03,434.65,587.9,1289,-54.4,1,149.9770735,-32.63106399,-14.06589082,-50.48324744,719.4170348,-10.19845296,-11.62863102,-12.1492895,92.27969158,79.32,HIGH
Chandrapur,2015,8.6,43.3,161,120.6,0.2,21.8,292.4,38.8,453.49,646.65,234.91,504.98,5750,775.23,847.81,592.78,589.7,1289,-54.3,1,-26.20004407,-12.91119479,-5.360554146,-51.47394693,398.6210313,-6.937432597,-29.30407085,19.73831029,35.77151228,86.41,HIGH
Chandrapur,2016,7.1,44.79,167.7,110.6,0.05,20.8,296.5,44,535.21,1829.36,605.15,995.48,4000,1264.42,1790.22,515.91,1455.3,1289,12.9,0,-12.9303739,146.1265583,143.1677339,-4.432504516,246.8931919,51.71177878,49.18764176,4.237141655,77.99514598,36.56,LOW
Chandrapur,2017,4.82,45.73,170.69,66.1,0.03,18.66,284.38,37.6,479.37,1303.28,366.76,942.51,5000,1120.22,1010.26,617.02,1216.9,1289,-5.6,0,-21.99765709,75.38514144,47.53339243,-9.512596676,333.5948144,34.42357526,-15.77388896,24.62641134,58.53489902,45.76,MEDIUM
